=== Model Evaluation Results ===

Image: 6.bmp_4738_0.png | Predicted: 0 | Actual: 0 | Probability: 94.22%
Image: 6.bmp_4606_0.png | Predicted: 0 | Actual: 0 | Probability: 71.14%
Image: 6.bmp_4968_0.png | Predicted: 0 | Actual: 0 | Probability: 85.41%
Image: 6.bmp_307_0.png | Predicted: 0 | Actual: 0 | Probability: 92.74%
Image: 6.bmp_2646_1.png | Predicted: 1 | Actual: 1 | Probability: 70.94%
Image: 6.bmp_342_0.png | Predicted: 0 | Actual: 0 | Probability: 92.77%
Image: 6.bmp_793_0.png | Predicted: 0 | Actual: 0 | Probability: 55.58%
Image: 6.bmp_10_0.png | Predicted: 0 | Actual: 0 | Probability: 89.28%
Image: 6.bmp_2052_0.png | Predicted: 1 | Actual: 0 | Probability: 65.08%
Image: 6.bmp_55_0.png | Predicted: 0 | Actual: 0 | Probability: 70.02%
Image: 6.bmp_2854_0.png | Predicted: 0 | Actual: 0 | Probability: 86.99%
Image: 6.bmp_2017_0.png | Predicted: 0 | Actual: 0 | Probability: 80.24%
Image: 6.bmp_3811_0.png | Predicted: 0 | Actual: 0 | Probability: 68.51%
Image: 6.bmp_4542_0.png | Predicted: 0 | Actual: 0 | Probability: 94.59%
Image: 6.bmp_1324_0.png | Predicted: 0 | Actual: 0 | Probability: 77.99%
Image: 6.bmp_3052_0.png | Predicted: 0 | Actual: 0 | Probability: 86.38%
Image: 6.bmp_3483_0.png | Predicted: 0 | Actual: 0 | Probability: 98.87%
Image: 6.bmp_4193_0.png | Predicted: 0 | Actual: 0 | Probability: 94.34%
Image: 6.bmp_1361_0.png | Predicted: 0 | Actual: 0 | Probability: 75.61%
Image: 6.bmp_4507_0.png | Predicted: 0 | Actual: 0 | Probability: 94.64%
Image: 6.bmp_3854_0.png | Predicted: 1 | Actual: 0 | Probability: 51.37%
Image: 6.bmp_3017_0.png | Predicted: 0 | Actual: 0 | Probability: 96.00%
Image: 6.bmp_4995_0.png | Predicted: 1 | Actual: 0 | Probability: 73.25%
Image: 6.bmp_845_0.png | Predicted: 0 | Actual: 0 | Probability: 93.79%
Image: 6.bmp_492_0.png | Predicted: 0 | Actual: 0 | Probability: 93.22%
Image: 6.bmp_800_0.png | Predicted: 0 | Actual: 0 | Probability: 98.38%
Image: 6.bmp_1518_0.png | Predicted: 0 | Actual: 0 | Probability: 68.37%
Image: 6.bmp_954_0.png | Predicted: 1 | Actual: 0 | Probability: 51.06%
Image: 6.bmp_583_0.png | Predicted: 0 | Actual: 0 | Probability: 92.71%
Image: 6.bmp_152_0.png | Predicted: 0 | Actual: 0 | Probability: 96.30%
Image: 6.bmp_911_0.png | Predicted: 0 | Actual: 0 | Probability: 57.70%
Image: 6.bmp_2592_0.png | Predicted: 0 | Actual: 0 | Probability: 86.39%
Image: 6.bmp_5082_0.png | Predicted: 1 | Actual: 0 | Probability: 54.77%
Image: 6.bmp_2900_0.png | Predicted: 1 | Actual: 0 | Probability: 94.90%
Image: 6.bmp_2143_0.png | Predicted: 0 | Actual: 0 | Probability: 87.69%
Image: 6.bmp_2106_0.png | Predicted: 1 | Actual: 0 | Probability: 59.63%
Image: 6.bmp_3900_0.png | Predicted: 0 | Actual: 0 | Probability: 94.10%
Image: 6.bmp_4453_0.png | Predicted: 0 | Actual: 0 | Probability: 86.02%
Image: 6.bmp_1235_0.png | Predicted: 0 | Actual: 0 | Probability: 97.45%
Image: 6.bmp_3143_0.png | Predicted: 0 | Actual: 0 | Probability: 83.13%
Image: 6.bmp_3592_0.png | Predicted: 0 | Actual: 0 | Probability: 92.70%
Image: 6.bmp_5_0.png | Predicted: 0 | Actual: 0 | Probability: 93.39%
Image: 6.bmp_4082_0.png | Predicted: 0 | Actual: 0 | Probability: 90.75%
Image: 6.bmp_1270_0.png | Predicted: 0 | Actual: 0 | Probability: 84.60%
Image: 6.bmp_4416_0.png | Predicted: 0 | Actual: 0 | Probability: 93.37%
Image: 6.bmp_3945_0.png | Predicted: 0 | Actual: 0 | Probability: 54.34%
Image: 6.bmp_3106_0.png | Predicted: 0 | Actual: 0 | Probability: 90.64%
Image: 6.bmp_4884_0.png | Predicted: 0 | Actual: 0 | Probability: 67.09%
Image: 6.bmp_4879_0.png | Predicted: 0 | Actual: 0 | Probability: 86.05%
Image: 6.bmp_1464_1.png | Predicted: 1 | Actual: 1 | Probability: 51.08%
Image: 6.bmp_216_0.png | Predicted: 0 | Actual: 0 | Probability: 92.26%
Image: 6.bmp_253_0.png | Predicted: 0 | Actual: 0 | Probability: 97.74%
Image: 6.bmp_682_0.png | Predicted: 1 | Actual: 0 | Probability: 53.22%
Image: 6.bmp_828_1.png | Predicted: 1 | Actual: 1 | Probability: 51.52%
Image: 6.bmp_38_1.png | Predicted: 1 | Actual: 1 | Probability: 85.71%
Image: 6.bmp_2693_0.png | Predicted: 1 | Actual: 0 | Probability: 90.11%
Image: 6.bmp_2207_0.png | Predicted: 0 | Actual: 0 | Probability: 79.53%
Image: 6.bmp_4383_0.png | Predicted: 0 | Actual: 0 | Probability: 83.36%
Image: 6.bmp_3693_0.png | Predicted: 0 | Actual: 0 | Probability: 65.88%
Image: 6.bmp_1977_0.png | Predicted: 0 | Actual: 0 | Probability: 92.70%
Image: 6.bmp_3242_0.png | Predicted: 0 | Actual: 0 | Probability: 79.28%
Image: 6.bmp_4752_0.png | Predicted: 0 | Actual: 0 | Probability: 93.50%
Image: 6.bmp_1134_0.png | Predicted: 0 | Actual: 0 | Probability: 80.36%
Image: 6.bmp_3207_0.png | Predicted: 0 | Actual: 0 | Probability: 94.54%
Image: 6.bmp_1932_0.png | Predicted: 0 | Actual: 0 | Probability: 80.03%
Image: 6.bmp_1171_0.png | Predicted: 0 | Actual: 0 | Probability: 98.04%
Image: 6.bmp_4717_0.png | Predicted: 0 | Actual: 0 | Probability: 85.99%
Image: 6.bmp_2437_0.png | Predicted: 0 | Actual: 0 | Probability: 89.78%
Image: 6.bmp_2472_0.png | Predicted: 1 | Actual: 0 | Probability: 61.80%
Image: 6.bmp_3437_0.png | Predicted: 1 | Actual: 0 | Probability: 54.92%
Image: 6.bmp_4964_0.png | Predicted: 1 | Actual: 0 | Probability: 50.06%
Image: 6.bmp_1741_0.png | Predicted: 0 | Actual: 0 | Probability: 93.94%
Image: 6.bmp_4127_0.png | Predicted: 0 | Actual: 0 | Probability: 93.63%
Image: 6.bmp_4921_0.png | Predicted: 0 | Actual: 0 | Probability: 95.70%
Image: 6.bmp_3472_0.png | Predicted: 0 | Actual: 0 | Probability: 94.56%
Image: 6.bmp_4162_0.png | Predicted: 0 | Actual: 0 | Probability: 91.48%
Image: 6.bmp_1704_0.png | Predicted: 0 | Actual: 0 | Probability: 92.61%
Image: 6.bmp_1029_0.png | Predicted: 1 | Actual: 0 | Probability: 68.97%
Image: 6.bmp_3961_1.png | Predicted: 0 | Actual: 1 | Probability: 90.88%
Image: 6.bmp_463_0.png | Predicted: 0 | Actual: 0 | Probability: 78.80%
Image: 6.bmp_426_0.png | Predicted: 1 | Actual: 0 | Probability: 67.82%
Image: 6.bmp_849_0.png | Predicted: 0 | Actual: 0 | Probability: 90.53%
Image: 6.bmp_2736_0.png | Predicted: 0 | Actual: 0 | Probability: 75.11%
Image: 6.bmp_2773_0.png | Predicted: 1 | Actual: 0 | Probability: 51.06%
Image: 6.bmp_1440_0.png | Predicted: 0 | Actual: 0 | Probability: 89.93%
Image: 6.bmp_4226_0.png | Predicted: 0 | Actual: 0 | Probability: 97.86%
Image: 6.bmp_3736_0.png | Predicted: 1 | Actual: 0 | Probability: 64.57%
Image: 6.bmp_1091_0.png | Predicted: 0 | Actual: 0 | Probability: 94.08%
Image: 6.bmp_1405_0.png | Predicted: 0 | Actual: 0 | Probability: 58.11%
Image: 6.bmp_3773_0.png | Predicted: 0 | Actual: 0 | Probability: 70.40%
Image: 6.bmp_1897_0.png | Predicted: 0 | Actual: 0 | Probability: 93.72%
Image: 6.bmp_1328_0.png | Predicted: 0 | Actual: 0 | Probability: 77.49%
Image: 6.bmp_4999_0.png | Predicted: 0 | Actual: 0 | Probability: 78.84%
Image: 6.bmp_3858_0.png | Predicted: 0 | Actual: 0 | Probability: 94.78%
Image: 6.bmp_2266_1.png | Predicted: 0 | Actual: 1 | Probability: 83.84%
Image: 6.bmp_2858_0.png | Predicted: 0 | Actual: 0 | Probability: 59.72%
Image: 6.bmp_727_0.png | Predicted: 0 | Actual: 0 | Probability: 92.84%
Image: 6.bmp_59_0.png | Predicted: 1 | Actual: 0 | Probability: 56.49%
Image: 6.bmp_831_0.png | Predicted: 1 | Actual: 0 | Probability: 53.99%
Image: 6.bmp_874_0.png | Predicted: 0 | Actual: 0 | Probability: 79.48%
Image: 6.bmp_1438_0.png | Predicted: 1 | Actual: 0 | Probability: 57.75%
Image: 6.bmp_3533_1.png | Predicted: 0 | Actual: 1 | Probability: 52.14%
Image: 6.bmp_3865_0.png | Predicted: 0 | Actual: 0 | Probability: 94.73%
Image: 6.bmp_4536_0.png | Predicted: 0 | Actual: 0 | Probability: 97.48%
Image: 6.bmp_1350_0.png | Predicted: 0 | Actual: 0 | Probability: 95.95%
Image: 6.bmp_3063_0.png | Predicted: 0 | Actual: 0 | Probability: 89.31%
Image: 6.bmp_1315_0.png | Predicted: 0 | Actual: 0 | Probability: 76.36%
Image: 6.bmp_4573_0.png | Predicted: 0 | Actual: 0 | Probability: 90.42%
Image: 6.bmp_3820_0.png | Predicted: 0 | Actual: 0 | Probability: 95.67%
Image: 6.bmp_64_0.png | Predicted: 0 | Actual: 0 | Probability: 64.57%
Image: 6.bmp_2026_0.png | Predicted: 0 | Actual: 0 | Probability: 80.93%
Image: 6.bmp_522_1.png | Predicted: 1 | Actual: 1 | Probability: 78.42%
Image: 6.bmp_2865_0.png | Predicted: 0 | Actual: 0 | Probability: 91.52%
Image: 6.bmp_21_0.png | Predicted: 0 | Actual: 0 | Probability: 97.01%
Image: 6.bmp_2063_0.png | Predicted: 0 | Actual: 0 | Probability: 89.59%
Image: 6.bmp_2820_0.png | Predicted: 0 | Actual: 0 | Probability: 94.20%
Image: 6.bmp_373_0.png | Predicted: 0 | Actual: 0 | Probability: 61.20%
Image: 6.bmp_336_0.png | Predicted: 0 | Actual: 0 | Probability: 93.73%
Image: 6.bmp_2632_1.png | Predicted: 1 | Actual: 1 | Probability: 93.65%
Image: 6.bmp_2898_0.png | Predicted: 0 | Actual: 0 | Probability: 93.72%
Image: 6.bmp_99_0.png | Predicted: 0 | Actual: 0 | Probability: 97.17%
Image: 6.bmp_1739_0.png | Predicted: 0 | Actual: 0 | Probability: 97.72%
Image: 6.bmp_4959_0.png | Predicted: 0 | Actual: 0 | Probability: 97.80%
Image: 6.bmp_1544_1.png | Predicted: 0 | Actual: 1 | Probability: 96.66%
Image: 6.bmp_3898_0.png | Predicted: 0 | Actual: 0 | Probability: 93.03%
Image: 6.bmp_1480_0.png | Predicted: 0 | Actual: 0 | Probability: 58.40%
Image: 6.bmp_4637_0.png | Predicted: 0 | Actual: 0 | Probability: 61.43%
Image: 6.bmp_1051_0.png | Predicted: 0 | Actual: 0 | Probability: 97.80%
Image: 6.bmp_1812_0.png | Predicted: 0 | Actual: 0 | Probability: 80.68%
Image: 6.bmp_3327_0.png | Predicted: 0 | Actual: 0 | Probability: 82.36%
Image: 6.bmp_1014_0.png | Predicted: 1 | Actual: 0 | Probability: 51.13%
Image: 6.bmp_4672_0.png | Predicted: 0 | Actual: 0 | Probability: 93.51%
Image: 6.bmp_3362_0.png | Predicted: 1 | Actual: 0 | Probability: 67.05%
Image: 6.bmp_1857_0.png | Predicted: 0 | Actual: 0 | Probability: 55.69%
Image: 6.bmp_889_0.png | Predicted: 0 | Actual: 0 | Probability: 93.38%
Image: 6.bmp_2327_0.png | Predicted: 0 | Actual: 0 | Probability: 92.66%
Image: 6.bmp_666_1.png | Predicted: 1 | Actual: 1 | Probability: 57.29%
Image: 6.bmp_2362_0.png | Predicted: 1 | Actual: 0 | Probability: 58.40%
Image: 6.bmp_3183_0.png | Predicted: 0 | Actual: 0 | Probability: 86.13%
Image: 6.bmp_4493_0.png | Predicted: 0 | Actual: 0 | Probability: 90.63%
Image: 6.bmp_1624_0.png | Predicted: 0 | Actual: 0 | Probability: 96.49%
Image: 6.bmp_4042_0.png | Predicted: 0 | Actual: 0 | Probability: 94.77%
Image: 6.bmp_3552_0.png | Predicted: 0 | Actual: 0 | Probability: 90.52%
Image: 6.bmp_4801_0.png | Predicted: 0 | Actual: 0 | Probability: 77.38%
Image: 6.bmp_1459_1.png | Predicted: 1 | Actual: 1 | Probability: 88.38%
Image: 6.bmp_3985_0.png | Predicted: 0 | Actual: 0 | Probability: 88.61%
Image: 6.bmp_4007_0.png | Predicted: 0 | Actual: 0 | Probability: 74.81%
Image: 6.bmp_1661_0.png | Predicted: 0 | Actual: 0 | Probability: 87.01%
Image: 6.bmp_4844_0.png | Predicted: 1 | Actual: 0 | Probability: 52.44%
Image: 6.bmp_3517_0.png | Predicted: 1 | Actual: 0 | Probability: 75.47%
Image: 6.bmp_5042_0.png | Predicted: 1 | Actual: 0 | Probability: 85.22%
Image: 6.bmp_2552_0.png | Predicted: 1 | Actual: 0 | Probability: 74.53%
Image: 6.bmp_5007_0.png | Predicted: 1 | Actual: 0 | Probability: 87.17%
Image: 6.bmp_2517_0.png | Predicted: 0 | Actual: 0 | Probability: 88.55%
Image: 6.bmp_2985_0.png | Predicted: 0 | Actual: 0 | Probability: 94.60%
Image: 6.bmp_994_0.png | Predicted: 1 | Actual: 0 | Probability: 70.38%
Image: 6.bmp_543_0.png | Predicted: 0 | Actual: 0 | Probability: 86.00%
Image: 6.bmp_192_0.png | Predicted: 0 | Actual: 0 | Probability: 81.30%
Image: 6.bmp_1109_0.png | Predicted: 0 | Actual: 0 | Probability: 58.33%
Image: 6.bmp_3496_1.png | Predicted: 0 | Actual: 1 | Probability: 53.41%
Image: 6.bmp_3047_1.png | Predicted: 1 | Actual: 1 | Probability: 65.39%
Image: 6.bmp_3653_0.png | Predicted: 0 | Actual: 0 | Probability: 69.09%
Image: 6.bmp_1525_0.png | Predicted: 0 | Actual: 0 | Probability: 95.03%
Image: 6.bmp_4792_0.png | Predicted: 0 | Actual: 0 | Probability: 93.71%
Image: 6.bmp_3282_0.png | Predicted: 0 | Actual: 0 | Probability: 96.32%
Image: 6.bmp_3616_0.png | Predicted: 1 | Actual: 0 | Probability: 75.37%
Image: 6.bmp_1389_1.png | Predicted: 0 | Actual: 1 | Probability: 95.10%
Image: 6.bmp_4306_0.png | Predicted: 0 | Actual: 0 | Probability: 92.31%
Image: 6.bmp_1560_0.png | Predicted: 0 | Actual: 0 | Probability: 56.38%
Image: 6.bmp_2282_0.png | Predicted: 0 | Actual: 0 | Probability: 72.74%
Image: 6.bmp_357_1.png | Predicted: 1 | Actual: 1 | Probability: 59.46%
Image: 6.bmp_969_0.png | Predicted: 0 | Actual: 0 | Probability: 98.74%
Image: 6.bmp_2616_0.png | Predicted: 0 | Actual: 0 | Probability: 91.04%
Image: 6.bmp_2978_0.png | Predicted: 0 | Actual: 0 | Probability: 94.61%
Image: 6.bmp_607_0.png | Predicted: 0 | Actual: 0 | Probability: 58.28%
Image: 6.bmp_293_0.png | Predicted: 0 | Actual: 0 | Probability: 54.21%
Image: 6.bmp_642_0.png | Predicted: 0 | Actual: 0 | Probability: 91.23%
Image: 6.bmp_3978_0.png | Predicted: 0 | Actual: 0 | Probability: 93.99%
Image: 6.bmp_1208_0.png | Predicted: 0 | Actual: 0 | Probability: 96.39%
Image: 6.bmp_4613_0.png | Predicted: 0 | Actual: 0 | Probability: 82.05%
Image: 6.bmp_1075_0.png | Predicted: 0 | Actual: 0 | Probability: 64.45%
Image: 6.bmp_3303_0.png | Predicted: 0 | Actual: 0 | Probability: 71.41%
Image: 6.bmp_1836_0.png | Predicted: 0 | Actual: 0 | Probability: 59.45%
Image: 6.bmp_3797_0.png | Predicted: 0 | Actual: 0 | Probability: 91.63%
Image: 6.bmp_4287_0.png | Predicted: 0 | Actual: 0 | Probability: 92.95%
Image: 6.bmp_1030_0.png | Predicted: 1 | Actual: 0 | Probability: 59.68%
Image: 6.bmp_4656_0.png | Predicted: 0 | Actual: 0 | Probability: 93.99%
Image: 6.bmp_1873_0.png | Predicted: 0 | Actual: 0 | Probability: 90.39%
Image: 6.bmp_3346_0.png | Predicted: 0 | Actual: 0 | Probability: 60.02%
Image: 6.bmp_2303_0.png | Predicted: 0 | Actual: 0 | Probability: 95.79%
Image: 6.bmp_2346_0.png | Predicted: 0 | Actual: 0 | Probability: 89.94%
Image: 6.bmp_2797_0.png | Predicted: 0 | Actual: 0 | Probability: 70.46%
Image: 6.bmp_2653_1.png | Predicted: 1 | Actual: 1 | Probability: 94.37%
Image: 6.bmp_786_0.png | Predicted: 0 | Actual: 0 | Probability: 62.16%
Image: 6.bmp_312_0.png | Predicted: 0 | Actual: 0 | Probability: 96.25%
Image: 6.bmp_4938_0.png | Predicted: 0 | Actual: 0 | Probability: 93.47%
Image: 6.bmp_4343_1.png | Predicted: 0 | Actual: 1 | Probability: 80.06%
Image: 6.bmp_1758_0.png | Predicted: 1 | Actual: 0 | Probability: 54.94%
Image: 6.bmp_3002_0.png | Predicted: 0 | Actual: 0 | Probability: 81.82%
Image: 6.bmp_4512_0.png | Predicted: 0 | Actual: 0 | Probability: 94.06%
Image: 6.bmp_1374_0.png | Predicted: 0 | Actual: 0 | Probability: 93.15%
Image: 6.bmp_3841_0.png | Predicted: 0 | Actual: 0 | Probability: 93.16%
Image: 6.bmp_4980_0.png | Predicted: 1 | Actual: 0 | Probability: 90.17%
Image: 6.bmp_3804_0.png | Predicted: 0 | Actual: 0 | Probability: 81.26%
Image: 6.bmp_1331_0.png | Predicted: 1 | Actual: 0 | Probability: 50.49%
Image: 6.bmp_4557_0.png | Predicted: 1 | Actual: 0 | Probability: 50.65%
Image: 6.bmp_4186_0.png | Predicted: 0 | Actual: 0 | Probability: 95.93%
Image: 6.bmp_40_0.png | Predicted: 0 | Actual: 0 | Probability: 56.90%
Image: 6.bmp_2002_0.png | Predicted: 0 | Actual: 0 | Probability: 88.47%
Image: 6.bmp_506_1.png | Predicted: 0 | Actual: 1 | Probability: 74.83%
Image: 6.bmp_2841_0.png | Predicted: 0 | Actual: 0 | Probability: 88.60%
Image: 6.bmp_2496_0.png | Predicted: 0 | Actual: 0 | Probability: 91.79%
Image: 6.bmp_2047_0.png | Predicted: 0 | Actual: 0 | Probability: 87.43%
Image: 6.bmp_2804_0.png | Predicted: 0 | Actual: 0 | Probability: 62.77%
Image: 6.bmp_487_0.png | Predicted: 0 | Actual: 0 | Probability: 96.20%
Image: 6.bmp_2183_1.png | Predicted: 1 | Actual: 1 | Probability: 90.18%
Image: 6.bmp_815_0.png | Predicted: 0 | Actual: 0 | Probability: 54.17%
Image: 6.bmp_850_0.png | Predicted: 0 | Actual: 0 | Probability: 53.84%
Image: 6.bmp_1088_0.png | Predicted: 0 | Actual: 0 | Probability: 92.60%
Image: 6.bmp_623_0.png | Predicted: 0 | Actual: 0 | Probability: 94.67%
Image: 6.bmp_2919_0.png | Predicted: 0 | Actual: 0 | Probability: 91.54%
Image: 6.bmp_1269_0.png | Predicted: 0 | Actual: 0 | Probability: 61.06%
Image: 6.bmp_3919_0.png | Predicted: 0 | Actual: 0 | Probability: 85.35%
Image: 6.bmp_3677_0.png | Predicted: 0 | Actual: 0 | Probability: 59.39%
Image: 6.bmp_1501_0.png | Predicted: 0 | Actual: 0 | Probability: 92.65%
Image: 6.bmp_4367_0.png | Predicted: 0 | Actual: 0 | Probability: 93.42%
Image: 6.bmp_1993_0.png | Predicted: 1 | Actual: 0 | Probability: 50.44%
Image: 6.bmp_3632_0.png | Predicted: 0 | Actual: 0 | Probability: 99.23%
Image: 6.bmp_4322_0.png | Predicted: 0 | Actual: 0 | Probability: 60.04%
Image: 6.bmp_1195_0.png | Predicted: 0 | Actual: 0 | Probability: 69.36%
Image: 6.bmp_908_0.png | Predicted: 1 | Actual: 0 | Probability: 79.11%
Image: 6.bmp_2677_0.png | Predicted: 0 | Actual: 0 | Probability: 92.18%
Image: 6.bmp_567_0.png | Predicted: 0 | Actual: 0 | Probability: 95.54%
Image: 6.bmp_1168_0.png | Predicted: 0 | Actual: 0 | Probability: 95.03%
Image: 6.bmp_1781_1.png | Predicted: 1 | Actual: 1 | Probability: 50.86%
Image: 6.bmp_3026_1.png | Predicted: 1 | Actual: 1 | Probability: 81.26%
Image: 6.bmp_1600_0.png | Predicted: 0 | Actual: 0 | Probability: 87.17%
Image: 6.bmp_4066_0.png | Predicted: 0 | Actual: 0 | Probability: 93.56%
Image: 6.bmp_4825_0.png | Predicted: 0 | Actual: 0 | Probability: 94.95%
Image: 6.bmp_3576_0.png | Predicted: 0 | Actual: 0 | Probability: 88.52%
Image: 6.bmp_1294_0.png | Predicted: 0 | Actual: 0 | Probability: 86.27%
Image: 6.bmp_4023_0.png | Predicted: 0 | Actual: 0 | Probability: 82.26%
Image: 6.bmp_1645_0.png | Predicted: 0 | Actual: 0 | Probability: 76.55%
Image: 6.bmp_4860_0.png | Predicted: 0 | Actual: 0 | Probability: 94.66%
Image: 6.bmp_5066_0.png | Predicted: 0 | Actual: 0 | Probability: 96.01%
Image: 6.bmp_2576_0.png | Predicted: 0 | Actual: 0 | Probability: 93.59%
Image: 6.bmp_5023_0.png | Predicted: 0 | Actual: 0 | Probability: 89.86%
Image: 6.bmp_2533_0.png | Predicted: 0 | Actual: 0 | Probability: 53.71%
Image: 6.bmp_762_1.png | Predicted: 1 | Actual: 1 | Probability: 93.04%
Image: 6.bmp_2223_0.png | Predicted: 0 | Actual: 0 | Probability: 56.12%
Image: 6.bmp_3266_0.png | Predicted: 0 | Actual: 0 | Probability: 63.63%
Image: 6.bmp_1953_0.png | Predicted: 0 | Actual: 0 | Probability: 95.57%
Image: 6.bmp_4776_0.png | Predicted: 1 | Actual: 0 | Probability: 81.60%
Image: 6.bmp_1110_0.png | Predicted: 0 | Actual: 0 | Probability: 60.52%
Image: 6.bmp_1584_0.png | Predicted: 0 | Actual: 0 | Probability: 73.50%
Image: 6.bmp_1916_0.png | Predicted: 0 | Actual: 0 | Probability: 73.38%
Image: 6.bmp_3223_0.png | Predicted: 0 | Actual: 0 | Probability: 87.80%
Image: 6.bmp_1155_0.png | Predicted: 0 | Actual: 0 | Probability: 96.80%
Image: 6.bmp_4733_0.png | Predicted: 0 | Actual: 0 | Probability: 85.06%
Image: 6.bmp_1678_0.png | Predicted: 0 | Actual: 0 | Probability: 62.96%
Image: 6.bmp_4818_0.png | Predicted: 0 | Actual: 0 | Probability: 72.30%
Image: 6.bmp_4263_1.png | Predicted: 1 | Actual: 1 | Probability: 80.96%
Image: 6.bmp_232_0.png | Predicted: 0 | Actual: 0 | Probability: 97.39%
Image: 6.bmp_277_0.png | Predicted: 1 | Actual: 0 | Probability: 71.13%
Image: 6.bmp_2924_0.png | Predicted: 0 | Actual: 0 | Probability: 95.24%
Image: 6.bmp_2167_0.png | Predicted: 0 | Actual: 0 | Probability: 95.17%
Image: 6.bmp_2961_0.png | Predicted: 0 | Actual: 0 | Probability: 96.45%
Image: 6.bmp_2122_0.png | Predicted: 0 | Actual: 0 | Probability: 90.16%
Image: 6.bmp_4477_0.png | Predicted: 0 | Actual: 0 | Probability: 85.08%
Image: 6.bmp_1211_0.png | Predicted: 0 | Actual: 0 | Probability: 86.95%
Image: 6.bmp_3924_0.png | Predicted: 0 | Actual: 0 | Probability: 68.98%
Image: 6.bmp_3167_0.png | Predicted: 0 | Actual: 0 | Probability: 67.44%
Image: 6.bmp_1254_0.png | Predicted: 1 | Actual: 0 | Probability: 52.05%
Image: 6.bmp_4432_0.png | Predicted: 0 | Actual: 0 | Probability: 93.91%
Image: 6.bmp_3122_0.png | Predicted: 0 | Actual: 0 | Probability: 94.15%
Image: 6.bmp_1685_0.png | Predicted: 0 | Actual: 0 | Probability: 95.16%
Image: 6.bmp_1579_0.png | Predicted: 0 | Actual: 0 | Probability: 99.32%
Image: 6.bmp_1390_1.png | Predicted: 0 | Actual: 1 | Probability: 52.68%
Image: 6.bmp_133_0.png | Predicted: 0 | Actual: 0 | Probability: 64.66%
Image: 6.bmp_970_0.png | Predicted: 0 | Actual: 0 | Probability: 94.05%
Image: 6.bmp_176_0.png | Predicted: 0 | Actual: 0 | Probability: 91.43%
Image: 6.bmp_935_0.png | Predicted: 0 | Actual: 0 | Probability: 59.71%
Image: 6.bmp_3839_0.png | Predicted: 0 | Actual: 0 | Probability: 90.68%
Image: 6.bmp_1798_0.png | Predicted: 1 | Actual: 0 | Probability: 52.27%
Image: 6.bmp_1349_0.png | Predicted: 0 | Actual: 0 | Probability: 86.91%
Image: 6.bmp_2839_0.png | Predicted: 0 | Actual: 0 | Probability: 90.85%
Image: 6.bmp_397_0.png | Predicted: 0 | Actual: 0 | Probability: 93.62%
Image: 6.bmp_746_0.png | Predicted: 1 | Actual: 0 | Probability: 76.10%
Image: 6.bmp_2242_1.png | Predicted: 1 | Actual: 1 | Probability: 67.76%
Image: 6.bmp_703_0.png | Predicted: 0 | Actual: 0 | Probability: 78.40%
Image: 6.bmp_2712_0.png | Predicted: 1 | Actual: 0 | Probability: 68.64%
Image: 6.bmp_2386_0.png | Predicted: 0 | Actual: 0 | Probability: 89.61%
Image: 6.bmp_2757_0.png | Predicted: 0 | Actual: 0 | Probability: 93.77%
Image: 6.bmp_4202_0.png | Predicted: 0 | Actual: 0 | Probability: 95.54%
Image: 6.bmp_3712_0.png | Predicted: 0 | Actual: 0 | Probability: 92.35%
Image: 6.bmp_4247_0.png | Predicted: 0 | Actual: 0 | Probability: 79.69%
Image: 6.bmp_1421_0.png | Predicted: 0 | Actual: 0 | Probability: 51.65%
Image: 6.bmp_3757_0.png | Predicted: 0 | Actual: 0 | Probability: 96.93%
Image: 6.bmp_1619_1.png | Predicted: 0 | Actual: 1 | Probability: 88.74%
Image: 6.bmp_3386_0.png | Predicted: 0 | Actual: 0 | Probability: 96.93%
Image: 6.bmp_4696_0.png | Predicted: 0 | Actual: 0 | Probability: 96.49%
Image: 6.bmp_1048_0.png | Predicted: 0 | Actual: 0 | Probability: 95.82%
Image: 6.bmp_1499_0.png | Predicted: 0 | Actual: 0 | Probability: 72.66%
Image: 6.bmp_447_0.png | Predicted: 1 | Actual: 0 | Probability: 68.77%
Image: 6.bmp_2945_1.png | Predicted: 1 | Actual: 1 | Probability: 65.97%
Image: 6.bmp_402_0.png | Predicted: 0 | Actual: 0 | Probability: 90.66%
Image: 6.bmp_890_0.png | Predicted: 0 | Actual: 0 | Probability: 91.03%
Image: 6.bmp_80_0.png | Predicted: 0 | Actual: 0 | Probability: 93.14%
Image: 6.bmp_2413_0.png | Predicted: 0 | Actual: 0 | Probability: 63.76%
Image: 6.bmp_5103_0.png | Predicted: 0 | Actual: 0 | Probability: 90.45%
Image: 6.bmp_117_1.png | Predicted: 1 | Actual: 1 | Probability: 82.10%
Image: 6.bmp_2881_0.png | Predicted: 0 | Actual: 0 | Probability: 82.81%
Image: 6.bmp_2456_0.png | Predicted: 0 | Actual: 0 | Probability: 95.87%
Image: 6.bmp_2087_0.png | Predicted: 0 | Actual: 0 | Probability: 90.78%
Image: 6.bmp_3881_0.png | Predicted: 1 | Actual: 0 | Probability: 74.73%
Image: 6.bmp_4940_0.png | Predicted: 0 | Actual: 0 | Probability: 92.09%
Image: 6.bmp_3413_0.png | Predicted: 0 | Actual: 0 | Probability: 79.51%
Image: 6.bmp_1765_0.png | Predicted: 0 | Actual: 0 | Probability: 95.51%
Image: 6.bmp_4103_0.png | Predicted: 1 | Actual: 0 | Probability: 67.63%
